order_id,customer_id,order_date,product_id,product_name,category,quantity,unit_price,region,country
O56457,C0069,2024-02-11,P004,Laptop,Electronics,1,192.8,East,India
O84055,C0063,2024-12-14,P007,Shirt,Clothing,2,156.99,West,India
O22255,C0104,2024-01-24,P002,Butter,Food,4,280.82,North,India
O32463,C0022,2024-05-26,P001,Bread,Food,4,326.0,North,India
O79226,C0011,2023-08-24,P006,Keyboard,Electronics,2,451.62,North,India
O45532,C0012,2023-03-18,P010,Notebook,Stationery,3,450.66,West,India
O33508,C0081,2023-01-17,P010,Notebook,Stationery,2,297.65,North,India
O49226,C0042,2024-07-31,P007,Shirt,Clothing,2,287.68,North,India
O60311,C0194,2023-05-24,P007,Shirt,Clothing,1,255.39,East,India
O22803,C0112,2023-08-26,P006,Keyboard,Electronics,1,176.89,North,India
O52778,C0008,2024-10-11,P010,Notebook,Stationery,3,393.94,West,India
O39902,C0092,2024-07-20,P008,Shoes,Clothing,4,221.61,West,India
O21232,C0198,2024-09-25,P010,Notebook,Stationery,3,401.05,West,India
O45123,C0040,2024-01-25,P002,Butter,Food,2,372.43,North,India
O23965,C0024,2023-01-06,P006,Keyboard,Electronics,3,227.92,East,India
O27367,C0023,2023-07-11,P005,Mouse,Electronics,4,229.93,North,India
O23538,C0007,2023-04-02,P009,Phone,Electronics,3,281.57,West,India
O60493,C0004,2023-10-26,P010,Notebook,Stationery,4,200.02,East,India
O84967,C0134,2023-06-23,P002,Butter,Food,4,93.06,South,India
O45180,C0127,2023-05-30,P005,Mouse,Electronics,1,91.93,East,India
O49289,C0124,2023-03-20,P005,Mouse,Electronics,3,133.33,West,India
O87831,C0158,2023-07-20,P004,Laptop,Electronics,4,62.42,West,India
O61864,C0086,2024-09-27,P005,Mouse,Electronics,4,404.0,North,India
O53874,C0111,2024-10-28,P006,Keyboard,Electronics,5,76.7,West,India
O72784,C0081,2023-07-01,P006,Keyboard,Electronics,4,484.68,South,India
O85481,C0063,2023-11-30,P005,Mouse,Electronics,4,147.35,West,India
O24927,C0145,2023-07-24,P007,Shirt,Clothing,5,498.66,East,India
O70505,C0182,2023-08-03,P003,Milk,Food,4,400.87,North,India
O98208,C0128,2023-05-23,P002,Butter,Food,3,128.59,West,India
O59412,C0019,2024-04-04,P003,Milk,Food,5,244.83,West,India
O81256,C0010,2024-01-04,P007,Shirt,Clothing,5,300.97,West,India
O42536,C0169,2024-11-11,P002,Butter,Food,3,91.51,North,India
O83822,C0166,2024-11-24,P010,Notebook,Stationery,4,483.74,North,India
O23886,C0003,2023-04-11,P006,Keyboard,Electronics,3,118.78,West,India
O68429,C0096,2024-02-05,P009,Phone,Electronics,4,388.45,South,India
O55215,C0007,2024-05-09,P010,Notebook,Stationery,1,154.76,South,India
O28569,C0090,2023-11-16,P002,Butter,Food,3,233.11,North,India
O55652,C0122,2023-04-10,P004,Laptop,Electronics,4,363.78,West,India
O18804,C0077,2023-02-15,P008,Shoes,Clothing,1,21.07,East,India
O98754,C0043,2023-09-07,P006,Keyboard,Electronics,5,95.48,North,India
O83380,C0110,2024-04-18,P003,Milk,Food,2,400.9,East,India
O93948,C0169,2024-03-18,P003,Milk,Food,4,24.3,South,India
O68926,C0152,2024-03-15,P010,Notebook,Stationery,4,12.18,South,India
O46483,C0193,2024-12-21,P004,Laptop,Electronics,1,292.9,South,India
O57945,C0084,2023-07-21,P009,Phone,Electronics,4,65.84,South,India
O88246,C0100,2024-09-17,P008,Shoes,Clothing,4,297.63,East,India
O70012,C0159,2023-06-26,P006,Keyboard,Electronics,3,460.15,East,India
O98094,C0035,2023-11-17,P010,Notebook,Stationery,1,126.9,North,India
O58929,C0178,2023-05-25,P002,Butter,Food,5,200.35,South,India
O85340,C0099,2024-03-09,P010,Notebook,Stationery,2,248.47,South,India
O82733,C0043,2024-05-16,P009,Phone,Electronics,3,78.75,South,India
O91187,C0014,2024-01-03,P006,Keyboard,Electronics,1,247.46,West,India
O83607,C0130,2024-10-30,P004,Laptop,Electronics,4,210.48,West,India
O68176,C0126,2023-06-21,P008,Shoes,Clothing,1,287.04,West,India
O14285,C0071,2023-08-19,P004,Laptop,Electronics,5,151.45,East,India
O82053,C0131,2023-04-26,P008,Shoes,Clothing,5,65.96,West,India
O81046,C0194,2023-02-12,P009,Phone,Electronics,4,277.71,East,India
O95678,C0193,2023-09-11,P007,Shirt,Clothing,3,438.66,North,India
O44447,C0090,2023-03-31,P001,Bread,Food,4,433.99,West,India
O37509,C0189,2024-08-25,P002,Butter,Food,3,431.91,South,India
O31755,C0158,2023-05-23,P010,Notebook,Stationery,2,408.63,West,India
O79767,C0072,2024-09-03,P001,Bread,Food,5,92.5,East,India
O85069,C0069,2024-06-10,P005,Mouse,Electronics,1,76.44,East,India
O46349,C0168,2023-05-10,P007,Shirt,Clothing,2,132.34,North,India
O98635,C0101,2024-05-16,P006,Keyboard,Electronics,2,292.94,South,India
O59174,C0116,2023-03-19,P005,Mouse,Electronics,1,207.4,West,India
O69597,C0125,2023-12-02,P005,Mouse,Electronics,5,11.21,East,India
O93209,C0171,2024-12-15,P002,Butter,Food,3,426.55,West,India
O38551,C0110,2023-08-05,P009,Phone,Electronics,4,141.58,West,India
O81737,C0148,2023-05-14,P005,Mouse,Electronics,5,427.69,East,India
O16021,C0026,2024-10-03,P006,Keyboard,Electronics,4,17.98,North,India
O69836,C0001,2024-03-14,P003,Milk,Food,2,497.89,West,India
O30837,C0071,2023-04-06,P003,Milk,Food,3,132.69,East,India
O16787,C0102,2024-10-02,P006,Keyboard,Electronics,3,365.73,South,India
O95915,C0024,2024-12-21,P004,Laptop,Electronics,1,10.53,West,India
O27393,C0152,2023-08-20,P008,Shoes,Clothing,5,343.19,North,India
O55032,C0031,2024-03-08,P001,Bread,Food,2,244.07,North,India
O21708,C0188,2023-04-15,P004,Laptop,Electronics,1,163.54,West,India
O60164,C0199,2023-05-17,P005,Mouse,Electronics,2,43.52,South,India
O89995,C0167,2023-06-18,P010,Notebook,Stationery,4,182.08,North,India
O63963,C0158,2024-12-04,P004,Laptop,Electronics,4,431.38,South,India
O28351,C0193,2023-05-07,P002,Butter,Food,5,367.7,North,India
O51222,C0036,2023-09-11,P006,Keyboard,Electronics,3,325.86,West,India
O13515,C0169,2023-11-05,P004,Laptop,Electronics,2,263.7,East,India
O61347,C0076,2024-10-23,P009,Phone,Electronics,1,394.06,South,India
O60578,C0029,2023-09-04,P004,Laptop,Electronics,4,322.66,West,India
O57329,C0082,2023-05-16,P002,Butter,Food,4,431.8,North,India
O57895,C0140,2024-11-30,P010,Notebook,Stationery,2,383.74,West,India
O86986,C0018,2023-01-15,P002,Butter,Food,3,115.71,North,India
O76402,C0074,2024-10-05,P001,Bread,Food,5,385.88,West,India
O20803,C0164,2024-07-03,P007,Shirt,Clothing,5,311.86,West,India
O50620,C0021,2024-06-07,P005,Mouse,Electronics,2,487.41,North,India
O61213,C0151,2024-10-11,P003,Milk,Food,1,161.98,East,India
O17589,C0063,2023-03-30,P007,Shirt,Clothing,4,66.83,South,India
O50539,C0171,2024-11-04,P010,Notebook,Stationery,2,68.53,North,India
O31473,C0128,2023-12-22,P003,Milk,Food,5,263.44,North,India
O58741,C0033,2023-10-03,P005,Mouse,Electronics,1,388.0,South,India
O66272,C0070,2024-06-20,P001,Bread,Food,1,138.85,East,India
O75031,C0117,2024-06-07,P010,Notebook,Stationery,3,37.17,North,India
O58193,C0041,2023-09-19,P010,Notebook,Stationery,1,448.19,South,India
O76692,C0001,2023-02-15,P002,Butter,Food,1,129.83,South,India
O60197,C0039,2023-07-03,P008,Shoes,Clothing,1,280.9,East,India
O52179,C0064,2024-03-02,P007,Shirt,Clothing,3,142.92,South,India
O25650,C0129,2024-11-20,P002,Butter,Food,1,97.88,East,India
O62550,C0018,2024-04-21,P009,Phone,Electronics,3,389.03,North,India
O21322,C0142,2024-04-12,P005,Mouse,Electronics,1,190.77,East,India
O91620,C0063,2024-04-20,P005,Mouse,Electronics,3,299.93,East,India
O81638,C0195,2023-09-09,P008,Shoes,Clothing,2,13.13,South,India
O40539,C0139,2023-12-21,P007,Shirt,Clothing,1,475.99,North,India
O50306,C0027,2023-07-30,P001,Bread,Food,5,491.73,West,India
O17850,C0037,2024-12-29,P007,Shirt,Clothing,3,55.58,West,India
O58823,C0118,2023-03-28,P004,Laptop,Electronics,5,56.83,West,India
O19808,C0152,2024-08-04,P003,Milk,Food,1,223.14,West,India
O48230,C0067,2023-11-19,P003,Milk,Food,4,353.36,South,India
O69343,C0070,2023-08-28,P006,Keyboard,Electronics,1,472.34,East,India
O30369,C0028,2023-06-18,P003,Milk,Food,4,238.37,North,India
O80244,C0092,2023-08-01,P007,Shirt,Clothing,4,161.07,North,India
O21851,C0041,2024-12-03,P005,Mouse,Electronics,3,414.93,North,India
O38183,C0084,2023-06-01,P010,Notebook,Stationery,1,358.47,North,India
O77300,C0013,2024-11-24,P006,Keyboard,Electronics,3,137.48,West,India
O63004,C0116,2024-07-23,P003,Milk,Food,5,132.43,North,India
O28322,C0032,2023-01-13,P008,Shoes,Clothing,1,416.88,North,India
O35969,C0103,2024-01-17,P004,Laptop,Electronics,1,295.34,South,India
O12857,C0017,2023-07-22,P005,Mouse,Electronics,4,406.56,North,India
O26059,C0011,2024-04-17,P002,Butter,Food,1,92.31,East,India
O61773,C0128,2023-01-31,P010,Notebook,Stationery,4,344.77,West,India
O38143,C0048,2023-10-09,P003,Milk,Food,3,228.55,East,India
O90492,C0159,2024-09-23,P003,Milk,Food,2,327.17,North,India
O82179,C0123,2023-03-04,P008,Shoes,Clothing,1,147.09,West,India
O36143,C0165,2024-06-22,P003,Milk,Food,2,319.07,West,India
O60134,C0183,2024-01-03,P009,Phone,Electronics,4,276.81,North,India
O84141,C0129,2023-11-26,P008,Shoes,Clothing,4,142.51,East,India
O88265,C0057,2023-01-31,P001,Bread,Food,3,38.71,East,India
O86544,C0060,2023-06-13,P008,Shoes,Clothing,1,131.45,East,India
O79951,C0189,2023-02-27,P004,Laptop,Electronics,2,292.09,East,India
O32768,C0046,2023-08-31,P007,Shirt,Clothing,5,165.82,East,India
O56095,C0146,2024-07-31,P006,Keyboard,Electronics,2,285.92,North,India
O81057,C0080,2023-06-29,P004,Laptop,Electronics,4,28.6,West,India
O88861,C0057,2023-01-21,P001,Bread,Food,5,244.21,South,India
O27103,C0088,2023-07-01,P006,Keyboard,Electronics,3,39.18,South,India
O24538,C0135,2024-01-09,P003,Milk,Food,1,193.06,South,India
O54113,C0078,2023-11-27,P007,Shirt,Clothing,2,488.17,North,India
O95089,C0082,2023-06-28,P007,Shirt,Clothing,5,349.84,West,India
O39260,C0171,2024-08-26,P010,Notebook,Stationery,2,195.41,East,India
O33292,C0187,2023-01-02,P005,Mouse,Electronics,5,201.88,South,India
O33865,C0155,2023-11-22,P010,Notebook,Stationery,5,118.24,North,India
O75035,C0037,2023-12-06,P010,Notebook,Stationery,1,126.62,North,India
O93386,C0023,2024-12-26,P006,Keyboard,Electronics,3,228.85,South,India
O42707,C0178,2023-03-11,P005,Mouse,Electronics,3,135.76,South,India
O16310,C0099,2024-03-24,P002,Butter,Food,4,484.86,North,India
O59638,C0090,2024-07-13,P007,Shirt,Clothing,4,59.7,West,India
O31319,C0116,2023-03-17,P008,Shoes,Clothing,1,154.51,South,India
O23726,C0019,2023-12-17,P006,Keyboard,Electronics,2,445.09,East,India
O81702,C0024,2023-12-13,P003,Milk,Food,5,492.79,North,India
O66534,C0168,2023-06-18,P008,Shoes,Clothing,5,445.98,North,India
O23272,C0085,2023-07-30,P003,Milk,Food,2,210.55,North,India
O96585,C0073,2023-11-01,P009,Phone,Electronics,2,57.0,East,India
O30131,C0014,2024-01-05,P007,Shirt,Clothing,1,219.53,West,India
O36171,C0025,2023-01-27,P005,Mouse,Electronics,2,93.71,West,India
O72071,C0030,2023-11-12,P005,Mouse,Electronics,4,240.76,North,India
O94130,C0140,2024-02-01,P005,Mouse,Electronics,2,191.8,North,India
O34455,C0115,2023-02-15,P007,Shirt,Clothing,3,225.47,East,India
O45200,C0145,2023-03-05,P005,Mouse,Electronics,2,378.6,South,India
O97574,C0089,2024-07-08,P002,Butter,Food,4,485.65,North,India
O82561,C0016,2024-02-01,P010,Notebook,Stationery,5,215.13,South,India
O85066,C0061,2024-05-02,P009,Phone,Electronics,3,48.69,West,India
O25765,C0194,2024-04-04,P001,Bread,Food,2,475.04,South,India
O35260,C0033,2023-02-13,P003,Milk,Food,4,48.4,South,India
O92211,C0038,2024-09-01,P007,Shirt,Clothing,3,166.68,South,India
O60868,C0143,2024-02-11,P002,Butter,Food,5,169.8,North,India
O11620,C0180,2024-09-30,P005,Mouse,Electronics,5,266.06,West,India
O64321,C0039,2023-06-01,P007,Shirt,Clothing,5,298.09,North,India
O83752,C0200,2023-04-14,P002,Butter,Food,3,435.06,North,India
O44620,C0099,2024-11-01,P006,Keyboard,Electronics,4,290.29,West,India
O32570,C0071,2024-02-17,P008,Shoes,Clothing,2,312.94,North,India
O61877,C0085,2024-12-08,P007,Shirt,Clothing,2,34.15,North,India
O58816,C0006,2023-12-12,P008,Shoes,Clothing,3,162.37,East,India
O39878,C0035,2023-11-04,P008,Shoes,Clothing,4,389.28,North,India
O64627,C0155,2024-10-23,P006,Keyboard,Electronics,1,102.09,East,India
O73499,C0195,2024-06-12,P004,Laptop,Electronics,3,412.3,West,India
O18600,C0080,2024-12-27,P009,Phone,Electronics,5,207.66,South,India
O32772,C0050,2023-07-25,P009,Phone,Electronics,1,132.25,North,India
O57235,C0181,2023-07-23,P008,Shoes,Clothing,3,190.49,North,India
O93284,C0032,2024-11-28,P008,Shoes,Clothing,1,128.55,West,India
O33276,C0122,2024-08-23,P008,Shoes,Clothing,5,181.38,West,India
O21847,C0073,2023-01-29,P003,Milk,Food,4,34.33,East,India
O39012,C0166,2023-08-19,P010,Notebook,Stationery,2,141.85,South,India
O99417,C0003,2024-04-30,P007,Shirt,Clothing,2,327.21,North,India
O39329,C0065,2024-09-14,P010,Notebook,Stationery,3,359.24,North,India
O59345,C0090,2024-04-15,P005,Mouse,Electronics,3,116.92,West,India
O86609,C0027,2023-01-08,P005,Mouse,Electronics,5,499.72,West,India
O49121,C0176,2023-04-21,P006,Keyboard,Electronics,4,41.28,East,India
O46291,C0067,2024-11-02,P005,Mouse,Electronics,3,102.3,East,India
O17441,C0154,2024-02-18,P009,Phone,Electronics,3,343.57,South,India
O48745,C0067,2024-03-04,P001,Bread,Food,4,200.25,West,India
O54979,C0186,2024-12-31,P001,Bread,Food,2,346.3,South,India
O76494,C0077,2023-06-24,P008,Shoes,Clothing,5,98.76,East,India
O26769,C0190,2023-09-22,P002,Butter,Food,5,383.83,West,India
O95778,C0023,2023-08-16,P003,Milk,Food,3,119.43,East,India
O53426,C0096,2023-09-24,P005,Mouse,Electronics,5,154.09,West,India
O17035,C0163,2024-08-20,P002,Butter,Food,5,472.71,West,India
O35499,C0129,2023-05-03,P002,Butter,Food,4,269.62,West,India
O29762,C0036,2023-07-25,P007,Shirt,Clothing,3,210.5,North,India
O28772,C0081,2023-07-04,P010,Notebook,Stationery,1,248.91,West,India
O93165,C0015,2023-01-05,P003,Milk,Food,4,144.03,East,India
O74169,C0196,2023-04-01,P003,Milk,Food,2,311.1,South,India
O66233,C0123,2024-01-28,P007,Shirt,Clothing,1,28.49,West,India
O11845,C0083,2024-06-27,P004,Laptop,Electronics,2,18.78,East,India
O39657,C0178,2023-12-19,P001,Bread,Food,3,73.18,South,India
O31891,C0017,2023-02-16,P007,Shirt,Clothing,3,474.75,East,India
O66841,C0176,2023-05-18,P008,Shoes,Clothing,3,498.11,East,India
O34697,C0043,2024-02-18,P008,Shoes,Clothing,1,121.92,East,India
O12872,C0151,2024-05-31,P003,Milk,Food,2,70.35,South,India
O93928,C0066,2024-07-01,P001,Bread,Food,5,33.81,West,India
O95664,C0006,2023-02-19,P001,Bread,Food,1,214.22,North,India
O81733,C0065,2024-04-30,P007,Shirt,Clothing,2,110.69,North,India
O65164,C0170,2023-04-14,P001,Bread,Food,5,142.29,East,India
O64896,C0027,2024-06-07,P010,Notebook,Stationery,5,67.69,South,India
O75239,C0051,2024-09-15,P002,Butter,Food,2,391.2,North,India
O56913,C0181,2024-02-24,P009,Phone,Electronics,3,88.58,South,India
O37222,C0177,2024-05-07,P009,Phone,Electronics,3,124.91,West,India
O24474,C0147,2024-11-16,P001,Bread,Food,4,83.08,North,India
O23276,C0066,2024-10-21,P002,Butter,Food,2,233.81,North,India
O70853,C0013,2023-04-13,P005,Mouse,Electronics,2,438.33,East,India
O98705,C0081,2024-03-12,P005,Mouse,Electronics,1,56.55,East,India
O28139,C0170,2024-10-24,P001,Bread,Food,2,171.04,North,India
O22183,C0096,2023-12-17,P008,Shoes,Clothing,2,65.78,East,India
O45629,C0099,2024-12-07,P007,Shirt,Clothing,4,401.95,West,India
O27368,C0179,2023-03-02,P003,Milk,Food,2,60.82,North,India
O84572,C0174,2024-03-24,P010,Notebook,Stationery,2,309.55,West,India
O99714,C0187,2023-05-14,P006,Keyboard,Electronics,4,461.0,North,India
O67761,C0012,2023-03-06,P002,Butter,Food,3,330.94,West,India
O97797,C0087,2024-06-15,P001,Bread,Food,5,347.24,South,India
O66734,C0170,2023-09-12,P010,Notebook,Stationery,4,179.42,North,India
O83183,C0157,2023-02-25,P007,Shirt,Clothing,1,325.27,South,India
O74990,C0043,2023-03-18,P003,Milk,Food,4,167.11,West,India
O16599,C0130,2023-08-17,P006,Keyboard,Electronics,5,325.23,East,India
O20332,C0118,2024-03-30,P007,Shirt,Clothing,5,229.57,South,India
O51426,C0031,2024-05-24,P008,Shoes,Clothing,1,60.3,West,India
O83024,C0141,2023-01-01,P007,Shirt,Clothing,1,397.97,North,India
O76628,C0144,2023-07-31,P010,Notebook,Stationery,4,475.67,East,India
O39218,C0117,2023-12-06,P006,Keyboard,Electronics,5,386.03,North,India
O96136,C0094,2024-04-08,P010,Notebook,Stationery,1,57.74,West,India
O54742,C0091,2024-10-10,P004,Laptop,Electronics,3,278.37,North,India
O16000,C0043,2024-05-19,P006,Keyboard,Electronics,2,412.7,North,India
O43330,C0157,2023-07-20,P007,Shirt,Clothing,2,69.17,North,India
O69905,C0049,2023-12-13,P007,Shirt,Clothing,1,381.0,South,India
O69048,C0118,2024-11-05,P001,Bread,Food,5,478.53,North,India
O10568,C0136,2023-02-19,P003,Milk,Food,5,468.3,West,India
O76628,C0200,2023-07-01,P010,Notebook,Stationery,5,95.09,West,India
O60778,C0169,2024-09-06,P003,Milk,Food,5,442.52,North,India
O64875,C0156,2024-12-10,P009,Phone,Electronics,2,144.06,West,India
O69355,C0035,2023-05-22,P006,Keyboard,Electronics,4,305.24,East,India
O81802,C0081,2024-12-29,P009,Phone,Electronics,5,319.97,East,India
O91810,C0183,2023-10-25,P004,Laptop,Electronics,3,461.38,South,India
O76046,C0139,2024-12-11,P003,Milk,Food,3,358.07,South,India
O86389,C0147,2024-11-14,P006,Keyboard,Electronics,4,340.38,West,India
O65363,C0004,2024-06-19,P009,Phone,Electronics,1,22.38,East,India
O97851,C0015,2023-07-24,P003,Milk,Food,3,377.59,North,India
O99573,C0065,2023-05-30,P003,Milk,Food,1,348.39,East,India
O80932,C0009,2024-01-03,P005,Mouse,Electronics,4,60.22,South,India
O94819,C0144,2024-02-03,P009,Phone,Electronics,2,260.35,South,India
O60014,C0100,2024-03-02,P005,Mouse,Electronics,3,483.26,North,India
O42943,C0052,2024-09-27,P001,Bread,Food,4,416.69,North,India
O35362,C0076,2024-04-04,P006,Keyboard,Electronics,2,491.89,South,India
O32779,C0189,2024-06-10,P002,Butter,Food,1,194.83,South,India
O82954,C0068,2023-05-14,P007,Shirt,Clothing,2,296.15,East,India
O53327,C0120,2024-12-27,P005,Mouse,Electronics,2,29.57,North,India
O91968,C0158,2024-11-08,P006,Keyboard,Electronics,3,250.37,North,India
O19552,C0182,2023-11-22,P010,Notebook,Stationery,5,117.78,East,India
O76209,C0041,2024-03-01,P003,Milk,Food,5,273.15,North,India
O38992,C0055,2024-11-10,P002,Butter,Food,3,172.22,East,India
O91039,C0136,2024-05-01,P005,Mouse,Electronics,5,413.61,South,India
O97679,C0089,2024-04-01,P001,Bread,Food,2,453.2,North,India
O15226,C0175,2023-11-25,P010,Notebook,Stationery,4,458.81,South,India
O43631,C0139,2023-10-17,P002,Butter,Food,1,456.55,West,India
O73806,C0012,2023-10-31,P006,Keyboard,Electronics,2,166.95,West,India
O31940,C0198,2024-07-04,P002,Butter,Food,5,13.59,North,India
O97862,C0162,2023-08-07,P002,Butter,Food,4,419.48,South,India
O94746,C0019,2024-12-03,P004,Laptop,Electronics,2,21.64,West,India
O21471,C0019,2023-02-25,P006,Keyboard,Electronics,2,399.17,North,India
O85361,C0059,2023-09-22,P009,Phone,Electronics,4,200.14,North,India
O51471,C0005,2024-02-03,P007,Shirt,Clothing,1,272.07,West,India
O86756,C0012,2024-12-18,P010,Notebook,Stationery,1,185.27,North,India
O47989,C0176,2023-11-05,P009,Phone,Electronics,5,52.39,North,India
O61788,C0170,2023-02-01,P008,Shoes,Clothing,4,86.6,West,India
O61248,C0140,2023-10-30,P004,Laptop,Electronics,2,156.05,South,India
O82551,C0143,2023-05-25,P006,Keyboard,Electronics,1,30.47,North,India
O80405,C0141,2023-03-29,P010,Notebook,Stationery,3,112.93,West,India
O64087,C0166,2024-06-08,P006,Keyboard,Electronics,2,88.87,South,India
O35470,C0030,2023-07-05,P004,Laptop,Electronics,5,427.6,East,India
O94498,C0141,2023-03-16,P009,Phone,Electronics,3,339.13,West,India
O35875,C0186,2024-08-17,P005,Mouse,Electronics,4,476.25,North,India
O97988,C0168,2023-08-29,P006,Keyboard,Electronics,1,149.72,South,India
O51652,C0125,2024-04-06,P002,Butter,Food,3,312.01,South,India
O84128,C0146,2024-01-09,P005,Mouse,Electronics,3,479.74,South,India
O51053,C0064,2023-08-15,P003,Milk,Food,4,145.57,North,India
O99073,C0188,2023-12-06,P006,Keyboard,Electronics,4,236.8,South,India
O73828,C0142,2023-04-22,P006,Keyboard,Electronics,2,326.32,East,India
O28350,C0138,2023-07-21,P002,Butter,Food,3,369.44,East,India
O12441,C0130,2024-10-08,P002,Butter,Food,1,408.19,North,India
O87337,C0055,2023-02-07,P010,Notebook,Stationery,5,137.7,West,India
O95709,C0199,2023-06-02,P009,Phone,Electronics,3,202.32,West,India
O27548,C0119,2024-05-28,P010,Notebook,Stationery,5,54.37,East,India
O96858,C0062,2024-09-20,P006,Keyboard,Electronics,2,381.03,North,India
O30869,C0046,2024-08-02,P003,Milk,Food,5,333.11,West,India
O57028,C0011,2023-08-13,P003,Milk,Food,4,123.56,West,India
O40673,C0011,2024-11-15,P005,Mouse,Electronics,2,263.76,East,India
O71561,C0117,2023-02-17,P006,Keyboard,Electronics,1,490.49,West,India
O78337,C0163,2023-10-08,P006,Keyboard,Electronics,3,293.53,North,India
O59369,C0168,2024-01-23,P010,Notebook,Stationery,3,297.96,South,India
O59326,C0058,2024-06-12,P002,Butter,Food,4,182.92,East,India
O73191,C0155,2023-01-07,P006,Keyboard,Electronics,5,442.2,West,India
O40145,C0020,2024-06-10,P008,Shoes,Clothing,3,113.64,South,India
O57477,C0155,2023-05-02,P003,Milk,Food,2,213.16,South,India
O73113,C0173,2024-05-05,P006,Keyboard,Electronics,4,113.24,North,India
O12942,C0063,2023-02-14,P003,Milk,Food,2,291.01,West,India
O92515,C0132,2023-02-10,P003,Milk,Food,5,81.96,South,India
O33597,C0133,2024-02-20,P003,Milk,Food,5,484.93,East,India
O21239,C0056,2024-04-04,P001,Bread,Food,5,496.46,East,India
O38752,C0106,2024-09-07,P008,Shoes,Clothing,2,399.36,South,India
O31983,C0186,2024-12-03,P003,Milk,Food,3,461.95,East,India
O40122,C0097,2024-01-30,P010,Notebook,Stationery,2,63.2,North,India
O29603,C0156,2023-04-09,P004,Laptop,Electronics,2,243.18,West,India
O79655,C0129,2023-05-01,P010,Notebook,Stationery,1,246.3,North,India
O98940,C0167,2024-03-17,P003,Milk,Food,5,216.14,North,India
O40079,C0124,2024-01-26,P001,Bread,Food,3,298.63,West,India
O65769,C0035,2023-09-18,P010,Notebook,Stationery,4,385.27,North,India
O88419,C0140,2024-02-23,P002,Butter,Food,3,102.62,East,India
O78126,C0002,2024-01-20,P001,Bread,Food,2,347.01,North,India
O57483,C0028,2023-06-08,P006,Keyboard,Electronics,4,329.27,West,India
O80268,C0109,2024-08-01,P005,Mouse,Electronics,3,309.82,East,India
O64162,C0142,2024-07-24,P007,Shirt,Clothing,4,97.57,South,India
O43263,C0079,2024-08-14,P009,Phone,Electronics,3,389.36,West,India
O96413,C0031,2023-08-24,P007,Shirt,Clothing,4,393.72,South,India
O38109,C0131,2024-02-15,P003,Milk,Food,3,402.42,North,India
O31068,C0100,2024-10-13,P010,Notebook,Stationery,1,404.14,North,India
O88675,C0112,2023-04-01,P003,Milk,Food,1,138.92,West,India
O89826,C0010,2024-01-29,P006,Keyboard,Electronics,4,310.84,North,India
O88311,C0015,2023-06-29,P009,Phone,Electronics,4,225.1,East,India
O35525,C0009,2024-09-05,P004,Laptop,Electronics,5,262.75,East,India
O98345,C0010,2024-01-04,P004,Laptop,Electronics,2,330.96,South,India
O46167,C0200,2024-02-14,P003,Milk,Food,3,338.13,North,India
O77861,C0004,2024-12-21,P007,Shirt,Clothing,1,460.4,South,India
O83284,C0150,2023-12-23,P009,Phone,Electronics,3,482.01,East,India
O89477,C0050,2024-04-10,P005,Mouse,Electronics,4,291.7,South,India
O63363,C0130,2023-04-20,P005,Mouse,Electronics,5,45.47,South,India
O25336,C0132,2023-09-21,P005,Mouse,Electronics,5,408.44,East,India
O68034,C0097,2024-07-30,P010,Notebook,Stationery,4,387.28,East,India
O99337,C0118,2024-08-23,P006,Keyboard,Electronics,1,246.17,West,India
O60157,C0163,2023-08-14,P005,Mouse,Electronics,2,402.08,North,India
O77699,C0138,2023-01-10,P007,Shirt,Clothing,3,131.65,East,India
O98302,C0192,2023-12-17,P002,Butter,Food,1,281.73,West,India
O51139,C0091,2023-08-12,P003,Milk,Food,5,141.85,West,India
O36170,C0061,2023-09-05,P004,Laptop,Electronics,3,111.32,West,India
O91080,C0092,2023-06-09,P004,Laptop,Electronics,1,68.74,South,India
O90455,C0002,2024-07-08,P002,Butter,Food,1,425.53,West,India
O74532,C0148,2023-10-09,P006,Keyboard,Electronics,4,99.61,East,India
O62150,C0057,2024-08-13,P009,Phone,Electronics,2,36.53,East,India
O80879,C0009,2024-05-29,P007,Shirt,Clothing,3,202.92,West,India
O25776,C0179,2024-06-14,P003,Milk,Food,4,164.67,West,India
O98356,C0054,2024-01-24,P001,Bread,Food,5,59.37,North,India
O34530,C0141,2023-09-27,P006,Keyboard,Electronics,2,142.01,East,India
O57962,C0048,2024-05-25,P010,Notebook,Stationery,4,113.16,East,India
O62506,C0072,2024-04-06,P006,Keyboard,Electronics,2,289.99,East,India
O23090,C0185,2023-10-04,P010,Notebook,Stationery,2,282.12,South,India
O29116,C0190,2023-06-03,P007,Shirt,Clothing,4,404.78,South,India
O75483,C0035,2024-10-07,P003,Milk,Food,5,271.65,West,India
O49326,C0065,2024-07-29,P006,Keyboard,Electronics,5,33.38,West,India
O17869,C0056,2023-09-18,P002,Butter,Food,4,421.1,South,India
O53864,C0067,2024-01-05,P002,Butter,Food,3,284.57,West,India
O12599,C0106,2023-05-05,P005,Mouse,Electronics,3,435.01,East,India
O85609,C0148,2024-10-27,P010,Notebook,Stationery,5,95.52,South,India
O52610,C0173,2024-06-06,P005,Mouse,Electronics,4,389.62,East,India
O59947,C0158,2023-10-21,P008,Shoes,Clothing,4,319.54,North,India
