order_id,customer_id,order_date,product_id,product_name,category,quantity,unit_price,region,country,line_total
O93717,C0076,2024-01-12,P005,Mouse,Electronics,5,118.22,North,India,591.1
O30078,C0117,2024-09-12,P003,Milk,Food,3,213.76,West,India,641.28
O80453,C0171,2023-08-12,P009,Phone,Electronics,2,343.37,West,India,686.74
O78879,C0115,2024-06-24,P010,Notebook,Stationery,3,48.27,North,India,144.81
O18094,C0141,2024-06-01,P010,Notebook,Stationery,2,290.62,North,India,581.24
O53007,C0134,2024-03-28,P003,Milk,Food,1,343.34,South,India,343.34
O21919,C0131,2024-04-01,P010,Notebook,Stationery,1,232.18,West,India,232.18
O69873,C0145,2023-03-01,P009,Phone,Electronics,5,236.57,West,India,1182.85
O61897,C0066,2023-01-04,P005,Mouse,Electronics,2,293.37,North,India,586.74
O55158,C0180,2023-03-07,P001,Bread,Food,5,497.12,West,India,2485.6
O14159,C0074,2024-02-23,P002,Butter,Food,2,386.8,West,India,773.6
O60132,C0115,2024-01-22,P007,Shirt,Clothing,4,49.32,East,India,197.28
O95660,C0090,2023-05-02,P009,Phone,Electronics,2,496.49,South,India,992.98
O39188,C0001,2023-01-24,P007,Shirt,Clothing,3,236.87,South,India,710.61
O79721,C0098,2023-08-24,P009,Phone,Electronics,2,235.71,West,India,471.42
O34704,C0186,2023-04-26,P003,Milk,Food,1,406.64,East,India,406.64
O41544,C0053,2023-03-10,P007,Shirt,Clothing,1,301.03,North,India,301.03
O42077,C0190,2023-02-15,P008,Shoes,Clothing,4,225.09,North,India,900.36
O17398,C0036,2024-05-30,P009,Phone,Electronics,3,124.74,South,India,374.21999999999997
O85690,C0154,2024-11-19,P010,Notebook,Stationery,3,126.08,East,India,378.24
O64206,C0077,2023-10-09,P003,Milk,Food,1,282.79,South,India,282.79
O92050,C0174,2024-03-13,P010,Notebook,Stationery,5,252.85,South,India,1264.25
O78742,C0082,2024-12-14,P006,Keyboard,Electronics,4,210.05,West,India,840.2
O34101,C0194,2024-07-04,P005,Mouse,Electronics,4,128.07,West,India,512.28
O28920,C0119,2023-03-01,P004,Laptop,Electronics,5,212.21,East,India,1061.05
O60910,C0063,2023-09-19,P007,Shirt,Clothing,2,171.83,South,India,343.66
O58637,C0024,2024-07-02,P002,Butter,Food,2,35.25,West,India,70.5
O19539,C0049,2024-08-24,P007,Shirt,Clothing,5,116.34,North,India,581.7
O49739,C0004,2023-08-05,P004,Laptop,Electronics,2,481.42,East,India,962.84
O41797,C0179,2024-09-10,P002,Butter,Food,2,204.35,West,India,408.7
O47101,C0098,2024-04-22,P004,Laptop,Electronics,5,327.87,East,India,1639.35
O57139,C0132,2024-05-24,P005,Mouse,Electronics,4,58.32,East,India,233.28
O36624,C0095,2023-11-17,P008,Shoes,Clothing,4,32.4,East,India,129.6
O12125,C0067,2024-07-20,P004,Laptop,Electronics,5,293.78,South,India,1468.8999999999999
O29976,C0051,2023-12-04,P007,Shirt,Clothing,2,196.12,East,India,392.24
O82173,C0168,2024-12-02,P004,Laptop,Electronics,3,136.09,West,India,408.27
O70401,C0044,2023-12-27,P008,Shoes,Clothing,2,78.58,West,India,157.16
O34123,C0139,2024-10-19,P009,Phone,Electronics,1,266.73,West,India,266.73
O10836,C0106,2023-05-21,P002,Butter,Food,2,43.3,North,India,86.6
O38668,C0130,2024-04-11,P003,Milk,Food,3,39.62,North,India,118.85999999999999
O96413,C0125,2023-01-17,P010,Notebook,Stationery,1,270.78,West,India,270.78
O12192,C0136,2023-10-09,P007,Shirt,Clothing,5,488.96,North,India,2444.7999999999997
O33496,C0028,2023-04-09,P001,Bread,Food,5,82.96,West,India,414.79999999999995
O56457,C0069,2024-02-11,P004,Laptop,Electronics,1,192.8,East,India,192.8
O84055,C0063,2024-12-14,P007,Shirt,Clothing,2,156.99,West,India,313.98
O22255,C0104,2024-01-24,P002,Butter,Food,4,280.82,North,India,1123.28
O32463,C0022,2024-05-26,P001,Bread,Food,4,326.0,North,India,1304.0
O79226,C0011,2023-08-24,P006,Keyboard,Electronics,2,451.62,North,India,903.24
O45532,C0012,2023-03-18,P010,Notebook,Stationery,3,450.66,West,India,1351.98
O33508,C0081,2023-01-17,P010,Notebook,Stationery,2,297.65,North,India,595.3
O49226,C0042,2024-07-31,P007,Shirt,Clothing,2,287.68,North,India,575.36
O60311,C0194,2023-05-24,P007,Shirt,Clothing,1,255.39,East,India,255.39
O22803,C0112,2023-08-26,P006,Keyboard,Electronics,1,176.89,North,India,176.89
O52778,C0008,2024-10-11,P010,Notebook,Stationery,3,393.94,West,India,1181.82
O39902,C0092,2024-07-20,P008,Shoes,Clothing,4,221.61,West,India,886.44
O21232,C0198,2024-09-25,P010,Notebook,Stationery,3,401.05,West,India,1203.15
O45123,C0040,2024-01-25,P002,Butter,Food,2,372.43,North,India,744.86
O23965,C0024,2023-01-06,P006,Keyboard,Electronics,3,227.92,East,India,683.76
O27367,C0023,2023-07-11,P005,Mouse,Electronics,4,229.93,North,India,919.72
O23538,C0007,2023-04-02,P009,Phone,Electronics,3,281.57,West,India,844.71
O60493,C0004,2023-10-26,P010,Notebook,Stationery,4,200.02,East,India,800.08
O84967,C0134,2023-06-23,P002,Butter,Food,4,93.06,South,India,372.24
O45180,C0127,2023-05-30,P005,Mouse,Electronics,1,91.93,East,India,91.93
O49289,C0124,2023-03-20,P005,Mouse,Electronics,3,133.33,West,India,399.99
O87831,C0158,2023-07-20,P004,Laptop,Electronics,4,62.42,West,India,249.68
O61864,C0086,2024-09-27,P005,Mouse,Electronics,4,404.0,North,India,1616.0
O53874,C0111,2024-10-28,P006,Keyboard,Electronics,5,76.7,West,India,383.5
O72784,C0081,2023-07-01,P006,Keyboard,Electronics,4,484.68,South,India,1938.72
O85481,C0063,2023-11-30,P005,Mouse,Electronics,4,147.35,West,India,589.4
O24927,C0145,2023-07-24,P007,Shirt,Clothing,5,498.66,East,India,2493.3
O70505,C0182,2023-08-03,P003,Milk,Food,4,400.87,North,India,1603.48
O98208,C0128,2023-05-23,P002,Butter,Food,3,128.59,West,India,385.77
O59412,C0019,2024-04-04,P003,Milk,Food,5,244.83,West,India,1224.15
O81256,C0010,2024-01-04,P007,Shirt,Clothing,5,300.97,West,India,1504.8500000000001
O42536,C0169,2024-11-11,P002,Butter,Food,3,91.51,North,India,274.53000000000003
O83822,C0166,2024-11-24,P010,Notebook,Stationery,4,483.74,North,India,1934.96
O23886,C0003,2023-04-11,P006,Keyboard,Electronics,3,118.78,West,India,356.34000000000003
O68429,C0096,2024-02-05,P009,Phone,Electronics,4,388.45,South,India,1553.8
O55215,C0007,2024-05-09,P010,Notebook,Stationery,1,154.76,South,India,154.76
O28569,C0090,2023-11-16,P002,Butter,Food,3,233.11,North,India,699.33
O55652,C0122,2023-04-10,P004,Laptop,Electronics,4,363.78,West,India,1455.12
O18804,C0077,2023-02-15,P008,Shoes,Clothing,1,21.07,East,India,21.07
O98754,C0043,2023-09-07,P006,Keyboard,Electronics,5,95.48,North,India,477.40000000000003
O83380,C0110,2024-04-18,P003,Milk,Food,2,400.9,East,India,801.8
O93948,C0169,2024-03-18,P003,Milk,Food,4,24.3,South,India,97.2
O68926,C0152,2024-03-15,P010,Notebook,Stationery,4,12.18,South,India,48.72
O46483,C0193,2024-12-21,P004,Laptop,Electronics,1,292.9,South,India,292.9
O57945,C0084,2023-07-21,P009,Phone,Electronics,4,65.84,South,India,263.36
O88246,C0100,2024-09-17,P008,Shoes,Clothing,4,297.63,East,India,1190.52
O70012,C0159,2023-06-26,P006,Keyboard,Electronics,3,460.15,East,India,1380.4499999999998
O98094,C0035,2023-11-17,P010,Notebook,Stationery,1,126.9,North,India,126.9
O58929,C0178,2023-05-25,P002,Butter,Food,5,200.35,South,India,1001.75
O85340,C0099,2024-03-09,P010,Notebook,Stationery,2,248.47,South,India,496.94
O82733,C0043,2024-05-16,P009,Phone,Electronics,3,78.75,South,India,236.25
O91187,C0014,2024-01-03,P006,Keyboard,Electronics,1,247.46,West,India,247.46
O83607,C0130,2024-10-30,P004,Laptop,Electronics,4,210.48,West,India,841.92
O68176,C0126,2023-06-21,P008,Shoes,Clothing,1,287.04,West,India,287.04
O14285,C0071,2023-08-19,P004,Laptop,Electronics,5,151.45,East,India,757.25
O82053,C0131,2023-04-26,P008,Shoes,Clothing,5,65.96,West,India,329.79999999999995
O81046,C0194,2023-02-12,P009,Phone,Electronics,4,277.71,East,India,1110.84
O95678,C0193,2023-09-11,P007,Shirt,Clothing,3,438.66,North,India,1315.98
O44447,C0090,2023-03-31,P001,Bread,Food,4,433.99,West,India,1735.96
O37509,C0189,2024-08-25,P002,Butter,Food,3,431.91,South,India,1295.73
O31755,C0158,2023-05-23,P010,Notebook,Stationery,2,408.63,West,India,817.26
O79767,C0072,2024-09-03,P001,Bread,Food,5,92.5,East,India,462.5
O85069,C0069,2024-06-10,P005,Mouse,Electronics,1,76.44,East,India,76.44
O46349,C0168,2023-05-10,P007,Shirt,Clothing,2,132.34,North,India,264.68
O98635,C0101,2024-05-16,P006,Keyboard,Electronics,2,292.94,South,India,585.88
O59174,C0116,2023-03-19,P005,Mouse,Electronics,1,207.4,West,India,207.4
O69597,C0125,2023-12-02,P005,Mouse,Electronics,5,11.21,East,India,56.050000000000004
O93209,C0171,2024-12-15,P002,Butter,Food,3,426.55,West,India,1279.65
O38551,C0110,2023-08-05,P009,Phone,Electronics,4,141.58,West,India,566.32
O81737,C0148,2023-05-14,P005,Mouse,Electronics,5,427.69,East,India,2138.45
O16021,C0026,2024-10-03,P006,Keyboard,Electronics,4,17.98,North,India,71.92
O69836,C0001,2024-03-14,P003,Milk,Food,2,497.89,West,India,995.78
O30837,C0071,2023-04-06,P003,Milk,Food,3,132.69,East,India,398.07
O16787,C0102,2024-10-02,P006,Keyboard,Electronics,3,365.73,South,India,1097.19
O95915,C0024,2024-12-21,P004,Laptop,Electronics,1,10.53,West,India,10.53
O27393,C0152,2023-08-20,P008,Shoes,Clothing,5,343.19,North,India,1715.95
O55032,C0031,2024-03-08,P001,Bread,Food,2,244.07,North,India,488.14
O21708,C0188,2023-04-15,P004,Laptop,Electronics,1,163.54,West,India,163.54
O60164,C0199,2023-05-17,P005,Mouse,Electronics,2,43.52,South,India,87.04
O89995,C0167,2023-06-18,P010,Notebook,Stationery,4,182.08,North,India,728.32
O63963,C0158,2024-12-04,P004,Laptop,Electronics,4,431.38,South,India,1725.52
O28351,C0193,2023-05-07,P002,Butter,Food,5,367.7,North,India,1838.5
O51222,C0036,2023-09-11,P006,Keyboard,Electronics,3,325.86,West,India,977.58
O13515,C0169,2023-11-05,P004,Laptop,Electronics,2,263.7,East,India,527.4
O61347,C0076,2024-10-23,P009,Phone,Electronics,1,394.06,South,India,394.06
O60578,C0029,2023-09-04,P004,Laptop,Electronics,4,322.66,West,India,1290.64
O57329,C0082,2023-05-16,P002,Butter,Food,4,431.8,North,India,1727.2
O57895,C0140,2024-11-30,P010,Notebook,Stationery,2,383.74,West,India,767.48
O86986,C0018,2023-01-15,P002,Butter,Food,3,115.71,North,India,347.13
O76402,C0074,2024-10-05,P001,Bread,Food,5,385.88,West,India,1929.4
O20803,C0164,2024-07-03,P007,Shirt,Clothing,5,311.86,West,India,1559.3000000000002
O50620,C0021,2024-06-07,P005,Mouse,Electronics,2,487.41,North,India,974.82
O61213,C0151,2024-10-11,P003,Milk,Food,1,161.98,East,India,161.98
O17589,C0063,2023-03-30,P007,Shirt,Clothing,4,66.83,South,India,267.32
O50539,C0171,2024-11-04,P010,Notebook,Stationery,2,68.53,North,India,137.06
O31473,C0128,2023-12-22,P003,Milk,Food,5,263.44,North,India,1317.2
O58741,C0033,2023-10-03,P005,Mouse,Electronics,1,388.0,South,India,388.0
O66272,C0070,2024-06-20,P001,Bread,Food,1,138.85,East,India,138.85
O75031,C0117,2024-06-07,P010,Notebook,Stationery,3,37.17,North,India,111.51
O58193,C0041,2023-09-19,P010,Notebook,Stationery,1,448.19,South,India,448.19
O76692,C0001,2023-02-15,P002,Butter,Food,1,129.83,South,India,129.83
O60197,C0039,2023-07-03,P008,Shoes,Clothing,1,280.9,East,India,280.9
O52179,C0064,2024-03-02,P007,Shirt,Clothing,3,142.92,South,India,428.76
O25650,C0129,2024-11-20,P002,Butter,Food,1,97.88,East,India,97.88
O62550,C0018,2024-04-21,P009,Phone,Electronics,3,389.03,North,India,1167.09
O21322,C0142,2024-04-12,P005,Mouse,Electronics,1,190.77,East,India,190.77
O91620,C0063,2024-04-20,P005,Mouse,Electronics,3,299.93,East,India,899.79
O81638,C0195,2023-09-09,P008,Shoes,Clothing,2,13.13,South,India,26.26
O40539,C0139,2023-12-21,P007,Shirt,Clothing,1,475.99,North,India,475.99
O50306,C0027,2023-07-30,P001,Bread,Food,5,491.73,West,India,2458.65
O17850,C0037,2024-12-29,P007,Shirt,Clothing,3,55.58,West,India,166.74
O58823,C0118,2023-03-28,P004,Laptop,Electronics,5,56.83,West,India,284.15
O19808,C0152,2024-08-04,P003,Milk,Food,1,223.14,West,India,223.14
O48230,C0067,2023-11-19,P003,Milk,Food,4,353.36,South,India,1413.44
O69343,C0070,2023-08-28,P006,Keyboard,Electronics,1,472.34,East,India,472.34
O30369,C0028,2023-06-18,P003,Milk,Food,4,238.37,North,India,953.48
O80244,C0092,2023-08-01,P007,Shirt,Clothing,4,161.07,North,India,644.28
O21851,C0041,2024-12-03,P005,Mouse,Electronics,3,414.93,North,India,1244.79
O38183,C0084,2023-06-01,P010,Notebook,Stationery,1,358.47,North,India,358.47
O77300,C0013,2024-11-24,P006,Keyboard,Electronics,3,137.48,West,India,412.43999999999994
O63004,C0116,2024-07-23,P003,Milk,Food,5,132.43,North,India,662.1500000000001
O28322,C0032,2023-01-13,P008,Shoes,Clothing,1,416.88,North,India,416.88
O35969,C0103,2024-01-17,P004,Laptop,Electronics,1,295.34,South,India,295.34
O12857,C0017,2023-07-22,P005,Mouse,Electronics,4,406.56,North,India,1626.24
O26059,C0011,2024-04-17,P002,Butter,Food,1,92.31,East,India,92.31
O61773,C0128,2023-01-31,P010,Notebook,Stationery,4,344.77,West,India,1379.08
O38143,C0048,2023-10-09,P003,Milk,Food,3,228.55,East,India,685.6500000000001
O90492,C0159,2024-09-23,P003,Milk,Food,2,327.17,North,India,654.34
O82179,C0123,2023-03-04,P008,Shoes,Clothing,1,147.09,West,India,147.09
O36143,C0165,2024-06-22,P003,Milk,Food,2,319.07,West,India,638.14
O60134,C0183,2024-01-03,P009,Phone,Electronics,4,276.81,North,India,1107.24
O84141,C0129,2023-11-26,P008,Shoes,Clothing,4,142.51,East,India,570.04
O88265,C0057,2023-01-31,P001,Bread,Food,3,38.71,East,India,116.13
O86544,C0060,2023-06-13,P008,Shoes,Clothing,1,131.45,East,India,131.45
O79951,C0189,2023-02-27,P004,Laptop,Electronics,2,292.09,East,India,584.18
O32768,C0046,2023-08-31,P007,Shirt,Clothing,5,165.82,East,India,829.0999999999999
O56095,C0146,2024-07-31,P006,Keyboard,Electronics,2,285.92,North,India,571.84
O81057,C0080,2023-06-29,P004,Laptop,Electronics,4,28.6,West,India,114.4
O88861,C0057,2023-01-21,P001,Bread,Food,5,244.21,South,India,1221.05
O27103,C0088,2023-07-01,P006,Keyboard,Electronics,3,39.18,South,India,117.53999999999999
O24538,C0135,2024-01-09,P003,Milk,Food,1,193.06,South,India,193.06
O54113,C0078,2023-11-27,P007,Shirt,Clothing,2,488.17,North,India,976.34
O95089,C0082,2023-06-28,P007,Shirt,Clothing,5,349.84,West,India,1749.1999999999998
O39260,C0171,2024-08-26,P010,Notebook,Stationery,2,195.41,East,India,390.82
O33292,C0187,2023-01-02,P005,Mouse,Electronics,5,201.88,South,India,1009.4
O33865,C0155,2023-11-22,P010,Notebook,Stationery,5,118.24,North,India,591.1999999999999
O75035,C0037,2023-12-06,P010,Notebook,Stationery,1,126.62,North,India,126.62
O93386,C0023,2024-12-26,P006,Keyboard,Electronics,3,228.85,South,India,686.55
O42707,C0178,2023-03-11,P005,Mouse,Electronics,3,135.76,South,India,407.28
O16310,C0099,2024-03-24,P002,Butter,Food,4,484.86,North,India,1939.44
O59638,C0090,2024-07-13,P007,Shirt,Clothing,4,59.7,West,India,238.8
O31319,C0116,2023-03-17,P008,Shoes,Clothing,1,154.51,South,India,154.51
O23726,C0019,2023-12-17,P006,Keyboard,Electronics,2,445.09,East,India,890.18
O81702,C0024,2023-12-13,P003,Milk,Food,5,492.79,North,India,2463.9500000000003
O66534,C0168,2023-06-18,P008,Shoes,Clothing,5,445.98,North,India,2229.9
O23272,C0085,2023-07-30,P003,Milk,Food,2,210.55,North,India,421.1
O96585,C0073,2023-11-01,P009,Phone,Electronics,2,57.0,East,India,114.0
O30131,C0014,2024-01-05,P007,Shirt,Clothing,1,219.53,West,India,219.53
O36171,C0025,2023-01-27,P005,Mouse,Electronics,2,93.71,West,India,187.42
O72071,C0030,2023-11-12,P005,Mouse,Electronics,4,240.76,North,India,963.04
O94130,C0140,2024-02-01,P005,Mouse,Electronics,2,191.8,North,India,383.6
O34455,C0115,2023-02-15,P007,Shirt,Clothing,3,225.47,East,India,676.41
O45200,C0145,2023-03-05,P005,Mouse,Electronics,2,378.6,South,India,757.2
O97574,C0089,2024-07-08,P002,Butter,Food,4,485.65,North,India,1942.6
O82561,C0016,2024-02-01,P010,Notebook,Stationery,5,215.13,South,India,1075.65
O85066,C0061,2024-05-02,P009,Phone,Electronics,3,48.69,West,India,146.07
O25765,C0194,2024-04-04,P001,Bread,Food,2,475.04,South,India,950.08
O35260,C0033,2023-02-13,P003,Milk,Food,4,48.4,South,India,193.6
O92211,C0038,2024-09-01,P007,Shirt,Clothing,3,166.68,South,India,500.04
O60868,C0143,2024-02-11,P002,Butter,Food,5,169.8,North,India,849.0
O11620,C0180,2024-09-30,P005,Mouse,Electronics,5,266.06,West,India,1330.3
O64321,C0039,2023-06-01,P007,Shirt,Clothing,5,298.09,North,India,1490.4499999999998
O83752,C0200,2023-04-14,P002,Butter,Food,3,435.06,North,India,1305.18
O44620,C0099,2024-11-01,P006,Keyboard,Electronics,4,290.29,West,India,1161.16
O32570,C0071,2024-02-17,P008,Shoes,Clothing,2,312.94,North,India,625.88
O61877,C0085,2024-12-08,P007,Shirt,Clothing,2,34.15,North,India,68.3
O58816,C0006,2023-12-12,P008,Shoes,Clothing,3,162.37,East,India,487.11
O39878,C0035,2023-11-04,P008,Shoes,Clothing,4,389.28,North,India,1557.12
O64627,C0155,2024-10-23,P006,Keyboard,Electronics,1,102.09,East,India,102.09
O73499,C0195,2024-06-12,P004,Laptop,Electronics,3,412.3,West,India,1236.9
O18600,C0080,2024-12-27,P009,Phone,Electronics,5,207.66,South,India,1038.3
O32772,C0050,2023-07-25,P009,Phone,Electronics,1,132.25,North,India,132.25
O57235,C0181,2023-07-23,P008,Shoes,Clothing,3,190.49,North,India,571.47
O93284,C0032,2024-11-28,P008,Shoes,Clothing,1,128.55,West,India,128.55
O33276,C0122,2024-08-23,P008,Shoes,Clothing,5,181.38,West,India,906.9
O21847,C0073,2023-01-29,P003,Milk,Food,4,34.33,East,India,137.32
O39012,C0166,2023-08-19,P010,Notebook,Stationery,2,141.85,South,India,283.7
O99417,C0003,2024-04-30,P007,Shirt,Clothing,2,327.21,North,India,654.42
O39329,C0065,2024-09-14,P010,Notebook,Stationery,3,359.24,North,India,1077.72
O59345,C0090,2024-04-15,P005,Mouse,Electronics,3,116.92,West,India,350.76
O86609,C0027,2023-01-08,P005,Mouse,Electronics,5,499.72,West,India,2498.6000000000004
O49121,C0176,2023-04-21,P006,Keyboard,Electronics,4,41.28,East,India,165.12
O46291,C0067,2024-11-02,P005,Mouse,Electronics,3,102.3,East,India,306.9
O17441,C0154,2024-02-18,P009,Phone,Electronics,3,343.57,South,India,1030.71
O48745,C0067,2024-03-04,P001,Bread,Food,4,200.25,West,India,801.0
O54979,C0186,2024-12-31,P001,Bread,Food,2,346.3,South,India,692.6
O76494,C0077,2023-06-24,P008,Shoes,Clothing,5,98.76,East,India,493.8
O26769,C0190,2023-09-22,P002,Butter,Food,5,383.83,West,India,1919.1499999999999
O95778,C0023,2023-08-16,P003,Milk,Food,3,119.43,East,India,358.29
O53426,C0096,2023-09-24,P005,Mouse,Electronics,5,154.09,West,India,770.45
O17035,C0163,2024-08-20,P002,Butter,Food,5,472.71,West,India,2363.5499999999997
O35499,C0129,2023-05-03,P002,Butter,Food,4,269.62,West,India,1078.48
O29762,C0036,2023-07-25,P007,Shirt,Clothing,3,210.5,North,India,631.5
O28772,C0081,2023-07-04,P010,Notebook,Stationery,1,248.91,West,India,248.91
O93165,C0015,2023-01-05,P003,Milk,Food,4,144.03,East,India,576.12
O74169,C0196,2023-04-01,P003,Milk,Food,2,311.1,South,India,622.2
O66233,C0123,2024-01-28,P007,Shirt,Clothing,1,28.49,West,India,28.49
O11845,C0083,2024-06-27,P004,Laptop,Electronics,2,18.78,East,India,37.56
O39657,C0178,2023-12-19,P001,Bread,Food,3,73.18,South,India,219.54000000000002
O31891,C0017,2023-02-16,P007,Shirt,Clothing,3,474.75,East,India,1424.25
O66841,C0176,2023-05-18,P008,Shoes,Clothing,3,498.11,East,India,1494.33
O34697,C0043,2024-02-18,P008,Shoes,Clothing,1,121.92,East,India,121.92
O12872,C0151,2024-05-31,P003,Milk,Food,2,70.35,South,India,140.7
O93928,C0066,2024-07-01,P001,Bread,Food,5,33.81,West,India,169.05
O95664,C0006,2023-02-19,P001,Bread,Food,1,214.22,North,India,214.22
O81733,C0065,2024-04-30,P007,Shirt,Clothing,2,110.69,North,India,221.38
O65164,C0170,2023-04-14,P001,Bread,Food,5,142.29,East,India,711.4499999999999
O64896,C0027,2024-06-07,P010,Notebook,Stationery,5,67.69,South,India,338.45
O75239,C0051,2024-09-15,P002,Butter,Food,2,391.2,North,India,782.4
O56913,C0181,2024-02-24,P009,Phone,Electronics,3,88.58,South,India,265.74
O37222,C0177,2024-05-07,P009,Phone,Electronics,3,124.91,West,India,374.73
O24474,C0147,2024-11-16,P001,Bread,Food,4,83.08,North,India,332.32
O23276,C0066,2024-10-21,P002,Butter,Food,2,233.81,North,India,467.62
O70853,C0013,2023-04-13,P005,Mouse,Electronics,2,438.33,East,India,876.66
O98705,C0081,2024-03-12,P005,Mouse,Electronics,1,56.55,East,India,56.55
O28139,C0170,2024-10-24,P001,Bread,Food,2,171.04,North,India,342.08
O22183,C0096,2023-12-17,P008,Shoes,Clothing,2,65.78,East,India,131.56
O45629,C0099,2024-12-07,P007,Shirt,Clothing,4,401.95,West,India,1607.8
O27368,C0179,2023-03-02,P003,Milk,Food,2,60.82,North,India,121.64
O84572,C0174,2024-03-24,P010,Notebook,Stationery,2,309.55,West,India,619.1
O99714,C0187,2023-05-14,P006,Keyboard,Electronics,4,461.0,North,India,1844.0
O67761,C0012,2023-03-06,P002,Butter,Food,3,330.94,West,India,992.8199999999999
O97797,C0087,2024-06-15,P001,Bread,Food,5,347.24,South,India,1736.2
O66734,C0170,2023-09-12,P010,Notebook,Stationery,4,179.42,North,India,717.68
O83183,C0157,2023-02-25,P007,Shirt,Clothing,1,325.27,South,India,325.27
O74990,C0043,2023-03-18,P003,Milk,Food,4,167.11,West,India,668.44
O16599,C0130,2023-08-17,P006,Keyboard,Electronics,5,325.23,East,India,1626.15
O20332,C0118,2024-03-30,P007,Shirt,Clothing,5,229.57,South,India,1147.85
O51426,C0031,2024-05-24,P008,Shoes,Clothing,1,60.3,West,India,60.3
O83024,C0141,2023-01-01,P007,Shirt,Clothing,1,397.97,North,India,397.97
O76628,C0144,2023-07-31,P010,Notebook,Stationery,4,475.67,East,India,1902.68
O39218,C0117,2023-12-06,P006,Keyboard,Electronics,5,386.03,North,India,1930.1499999999999
O96136,C0094,2024-04-08,P010,Notebook,Stationery,1,57.74,West,India,57.74
O54742,C0091,2024-10-10,P004,Laptop,Electronics,3,278.37,North,India,835.11
O16000,C0043,2024-05-19,P006,Keyboard,Electronics,2,412.7,North,India,825.4
O43330,C0157,2023-07-20,P007,Shirt,Clothing,2,69.17,North,India,138.34
O69905,C0049,2023-12-13,P007,Shirt,Clothing,1,381.0,South,India,381.0
O69048,C0118,2024-11-05,P001,Bread,Food,5,478.53,North,India,2392.6499999999996
O10568,C0136,2023-02-19,P003,Milk,Food,5,468.3,West,India,2341.5
O76628,C0200,2023-07-01,P010,Notebook,Stationery,5,95.09,West,India,475.45000000000005
O60778,C0169,2024-09-06,P003,Milk,Food,5,442.52,North,India,2212.6
O64875,C0156,2024-12-10,P009,Phone,Electronics,2,144.06,West,India,288.12
O69355,C0035,2023-05-22,P006,Keyboard,Electronics,4,305.24,East,India,1220.96
O81802,C0081,2024-12-29,P009,Phone,Electronics,5,319.97,East,India,1599.8500000000001
O91810,C0183,2023-10-25,P004,Laptop,Electronics,3,461.38,South,India,1384.1399999999999
O76046,C0139,2024-12-11,P003,Milk,Food,3,358.07,South,India,1074.21
O86389,C0147,2024-11-14,P006,Keyboard,Electronics,4,340.38,West,India,1361.52
O65363,C0004,2024-06-19,P009,Phone,Electronics,1,22.38,East,India,22.38
O97851,C0015,2023-07-24,P003,Milk,Food,3,377.59,North,India,1132.77
O99573,C0065,2023-05-30,P003,Milk,Food,1,348.39,East,India,348.39
O80932,C0009,2024-01-03,P005,Mouse,Electronics,4,60.22,South,India,240.88
O94819,C0144,2024-02-03,P009,Phone,Electronics,2,260.35,South,India,520.7
O60014,C0100,2024-03-02,P005,Mouse,Electronics,3,483.26,North,India,1449.78
O42943,C0052,2024-09-27,P001,Bread,Food,4,416.69,North,India,1666.76
O35362,C0076,2024-04-04,P006,Keyboard,Electronics,2,491.89,South,India,983.78
O32779,C0189,2024-06-10,P002,Butter,Food,1,194.83,South,India,194.83
O82954,C0068,2023-05-14,P007,Shirt,Clothing,2,296.15,East,India,592.3
O53327,C0120,2024-12-27,P005,Mouse,Electronics,2,29.57,North,India,59.14
O91968,C0158,2024-11-08,P006,Keyboard,Electronics,3,250.37,North,India,751.11
O19552,C0182,2023-11-22,P010,Notebook,Stationery,5,117.78,East,India,588.9
O76209,C0041,2024-03-01,P003,Milk,Food,5,273.15,North,India,1365.75
O38992,C0055,2024-11-10,P002,Butter,Food,3,172.22,East,India,516.66
O91039,C0136,2024-05-01,P005,Mouse,Electronics,5,413.61,South,India,2068.05
O97679,C0089,2024-04-01,P001,Bread,Food,2,453.2,North,India,906.4
O15226,C0175,2023-11-25,P010,Notebook,Stationery,4,458.81,South,India,1835.24
O43631,C0139,2023-10-17,P002,Butter,Food,1,456.55,West,India,456.55
O73806,C0012,2023-10-31,P006,Keyboard,Electronics,2,166.95,West,India,333.9
O31940,C0198,2024-07-04,P002,Butter,Food,5,13.59,North,India,67.95
O97862,C0162,2023-08-07,P002,Butter,Food,4,419.48,South,India,1677.92
O94746,C0019,2024-12-03,P004,Laptop,Electronics,2,21.64,West,India,43.28
O21471,C0019,2023-02-25,P006,Keyboard,Electronics,2,399.17,North,India,798.34
O85361,C0059,2023-09-22,P009,Phone,Electronics,4,200.14,North,India,800.56
O51471,C0005,2024-02-03,P007,Shirt,Clothing,1,272.07,West,India,272.07
O86756,C0012,2024-12-18,P010,Notebook,Stationery,1,185.27,North,India,185.27
O47989,C0176,2023-11-05,P009,Phone,Electronics,5,52.39,North,India,261.95
O61788,C0170,2023-02-01,P008,Shoes,Clothing,4,86.6,West,India,346.4
O61248,C0140,2023-10-30,P004,Laptop,Electronics,2,156.05,South,India,312.1
O82551,C0143,2023-05-25,P006,Keyboard,Electronics,1,30.47,North,India,30.47
O80405,C0141,2023-03-29,P010,Notebook,Stationery,3,112.93,West,India,338.79
O64087,C0166,2024-06-08,P006,Keyboard,Electronics,2,88.87,South,India,177.74
